GINI Index,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
22,51.347,51.514,51.681,51.849,52.016,52.183,52.35,52.518,52.685,52.852,53.02,53.187,53.354,53.521,53.921,54.321,54.721,55.122,55.522,55.922,56.322,56.722,57.122,58.116,59.109,60.103,58.325,56.546,54.768,52.989,52.989
23,52.823,52.823,52.823,52.823,52.823,52.823,52.823,52.823,52.823,52.823,52.823,52.823,52.823,52.823,52.337,51.852,51.367,50.882,50.98,51.079,51.177,51.275,51.374,51.172,50.971,50.769,50.568,50.366,50.366,50.366,50.366
24,58.033,57.84,57.648,56.781,55.914,56.485,57.056,57.627,57.391,57.154,62.683,59.791,60.62,57.48,54.34,63.111,60.274,58.074,50.724,50.692,48.763,46.834,47.163,47.806,46.831,45.207,46.35,45.989,43.706,42.778,44.762
25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26,29.886,29.535,29.184,28.833,28.482,28.131,27.78,27.428,27.44,26.085,32.086,32.766,33.793,34.819,35.846,35.597,35.348,35.099,35.093,35.088,35.082,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077,35.077
27,60.763,61.323,61.883,62.444,63.004,63.373,63.743,64.113,64.482,64.852,65.222,65.591,65.961,66.331,65.866,65.401,64.936,64.471,64.007,63.542,63.077,62.213,61.348,60.484,59.62,58.756,57.891,57.891,57.891,57.891,57.891
28,57.819,57.828,57.837,57.846,57.652,57.457,57.149,56.718,56.37,55.87,55.943,56.017,55.597,54.702,53.933,53.907,53.464,52.59,51.717,50.843,50.341,49.838,49.385,48.932,49.565,50.197,50.829,51.109,51.683,51.254,49.713
29,50.267,50.231,50.195,50.374,50.553,50.419,50.285,50.767,51.29,51.845,52.288,52.171,51.863,51.412,50.817,49.997,49.421,49.464,49.311,49.26,48.788,48.128,47.68,47.643,47.278,47.011,47.18,47.384,47.9,48.39,48.968
30,30.612,30.612,30.612,30.612,30.612,30.612,30.612,30.612,30.612,30.612,30.612,30.612,30.612,30.612,30.612,30.612,29.996,29.38,28.764,28.149,27.533,26.917,27.149,27.38,27.611,27.843,28.074,28.074,28.074,28.074,28.074
31,24.53,27.691,30.852,31.599,35.287,36.804,34.487,34.344,32.134,30.901,30.775,31.357,34.146,32.216,32.166,32.116,32.067,36.05,36.149,33.606,33.822,35.593,34.288,35.996,36.555,37.413,38.519,40.506,40.237,41.159,40.224
32,77.085,77.085,77.085,77.085,77.085,77.085,76.863,76.64,76.417,75.149,73.881,72.613,71.345,70.077,69.481,68.886,68.291,67.695,67.1,66.505,65.627,64.749,63.871,62.993,62.114,64.54,66.966,69.392,71.818,74.244,74.244
33,49.584,49.584,49.584,50.506,51.428,52.35,53.273,54.195,55.117,56.039,55.108,54.176,53.245,52.313,51.382,50.45,49.519,50.001,50.483,50.965,51.448,51.93,52.412,52.894,53.377,53.377,53.377,53.377,53.377,53.377,53.377
34,63.431,63.431,63.431,63.431,63.431,63.431,63.431,63.431,63.431,63.431,63.431,63.431,63.431,62.817,62.203,61.59,60.976,60.362,59.748,59.272,58.795,58.318,57.841,57.364,56.888,56.411,56.411,56.411,56.411,56.411,56.411
35,45.632,45.632,45.632,45.632,45.632,46.173,46.715,47.256,45.928,44.6,43.281,41.962,40.643,39.325,38.006,39.357,40.709,42.061,37.79,37.427,36.575,35.338,34.572,34.572,34.572,34.572,34.572,34.572,34.572,34.572,34.572
36,57.796,57.796,57.796,57.796,57.796,57.796,57.796,57.446,57.096,56.746,56.396,56.046,56.142,56.237,56.333,56.429,56.524,56.62,57.023,57.426,57.829,58.231,58.634,59.037,59.44,59.44,59.44,59.44,59.44,59.44,59.44
37,31.314,31.201,31.087,31.521,31.955,32.389,32.823,33.177,33.282,33.081,33.48,33.627,33.62,33.891,33.838,33.628,34.07,33.826,33.926,33.993,33.613,32.691,33.563,33.817,33.171,33.747,32.776,33.327,32.534,32.534,32.534
38,50.267,50.231,50.195,50.374,50.553,50.419,50.285,50.767,51.29,51.845,52.288,52.171,51.863,51.412,50.817,49.997,49.421,49.464,49.311,49.26,48.788,48.128,47.68,47.643,47.278,47.011,47.18,47.384,47.9,48.39,48.968
39,69.188,69.188,69.188,69.188,67.974,66.757,65.54,64.322,63.105,61.888,60.67,59.453,58.236,57.019,58.743,60.468,62.193,63.918,65.642,65.642,65.642,65.642,65.642,65.642,65.642,65.642,65.642,65.642,65.642,65.642,65.642
40,49.693,50.045,50.398,50.75,51.103,51.456,51.808,52.161,52.513,52.866,53.219,53.571,53.924,54.276,54.599,54.921,55.243,55.565,55.887,56.209,56.531,56.853,56.318,55.783,55.247,54.712,54.177,53.641,53.106,52.571,52.571
41,52.733,52.681,52.629,52.834,53.04,52.746,52.451,52.948,53.444,54.158,54.873,54.259,53.646,53.032,52.019,51.005,49.992,49.968,49.945,49.922,49.398,48.875,48.643,48.411,47.976,47.541,47.904,48.268,49.001,49.735,50.469
42,35.906,36.454,37.001,37.549,38.096,38.644,39.191,39.739,40.286,41.163,42.04,42.917,43.794,44.672,44.583,44.495,44.406,44.317,44.229,44.14,44.052,43.963,43.875,43.786,43.018,42.5,42.678,43.094,43.927,43.49,43.501
43,32.793,32.99,34.179,35.368,36.558,37.747,38.937,39.072,39.207,39.343,39.478,39.613,39.686,39.759,39.832,39.905,39.978,40.034,40.089,40.145,40.2,40.256,40.223,40.191,40.159,40.126,40.094,40.094,40.094,40.094,40.094
44,31.399,31.614,31.883,31.785,32.123,32.464,32.538,32.578,33.602,33.697,33.789,33.888,33.969,34.049,34.067,34.056,34.023,34.188,34.409,34.418,33.641,32.891,32.919,33.014,33.09,33.057,32.996,33.036,33.069,33.073,33.078
45,52.534,52.186,54.547,56.909,59.271,58.217,57.163,56.109,56.317,56.525,55.37,54.214,56.085,54.055,54.895,55.149,53.997,57.804,56.198,54.427,54.535,53.883,52.41,52.454,52.384,50.672,50.569,49.641,50.122,51.681,54.01
46,65.718,65.718,65.718,65.718,65.718,65.718,65.718,65.718,65.718,65.718,65.718,65.718,65.718,65.718,65.718,64.995,64.272,63.549,62.826,62.103,61.38,60.657,59.934,59.211,58.488,58.488,58.488,58.488,58.488,58.488,58.488
47,59.873,59.873,59.873,59.873,59.873,59.873,59.873,59.873,59.873,59.873,59.873,59.873,59.873,59.873,59.873,59.873,60.018,60.164,60.31,60.456,60.602,60.747,60.893,60.893,60.893,60.893,60.893,60.893,60.893,60.893,60.893
48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49,44.999,46.348,45.595,45.716,46.769,45.722,46.558,45.913,46.086,48.067,47.764,49.583,49.503,47.972,48.429,47.426,48.871,49.558,48.929,51.146,48.93,49.625,49.898,50.732,49.632,49.441,49.7,49.294,49.023,49.304,48.838
50,54.943,55.582,56.221,56.86,57.429,57.998,57.487,56.977,56.466,57.025,57.583,58.142,58.7,58.293,57.886,57.479,57.072,56.665,56.258,56.868,57.478,58.088,58.698,59.308,59.918,60.528,59.473,58.419,57.364,56.309,56.309
51,29.886,29.535,29.184,28.833,28.482,28.131,27.78,27.428,28.787,27.651,31.365,31.157,30.668,30.179,29.69,30.678,31.666,32.655,33.643,33.133,32.622,32.396,32.347,32.491,32.033,32.107,31.152,30.915,30.359,29.736,28.912
52,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859,48.859
53,50.267,50.231,50.195,50.374,50.553,50.419,50.285,50.767,51.29,51.845,52.288,52.171,51.863,51.412,50.817,49.997,49.421,49.464,49.311,49.26,48.788,48.128,47.68,47.643,47.278,47.011,47.18,47.384,47.9,48.39,48.968
54,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.042,30.211,30.984,30.939,31.544,32.073,31.465,32.56,34.23,36.936,35.49,33.922,32.873,31.396,32.694,31.185
55,21.549,22.312,22.048,20.664,21.941,23.218,24.494,25.771,25.898,26.025,26.152,26.279,26.406,26.534,26.943,27.352,26.738,26.123,25.509,25.861,26.214,26.567,26.567,26.567,26.567,26.253,25.939,25.625,25.091,25.216,25.491
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.937,55.946,55.955,55.964,55.972,55.981,55.99,55.999,56.008,56.008,56.008,56.008,56.008,56.008,56.008,56.008
58,25.462,25.135,24.809,24.196,23.583,22.971,23.139,23.306,23.474,23.642,23.81,23.925,24.04,24.155,24.27,24.657,25.043,25.43,25.672,25.913,26.155,26.025,25.896,25.766,25.952,26.138,26.324,26.288,26.889,26.391,26.443
59,48.771,48.771,48.771,48.771,48.771,48.771,48.771,47.727,46.683,45.639,44.595,43.551,42.507,42.886,43.264,43.643,44.021,44.4,44.779,45.157,45.536,45.915,46.293,45.567,45.11,44.654,44.197,43.741,43.741,43.741,43.741
60,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805,55.805
61,49.785,49.993,50.202,49.347,48.492,47.637,46.782,47.965,48.931,49.897,50.863,49.259,49.636,50.422,50.152,50.512,52.344,49.287,48.654,49.596,48.078,48.165,46.649,48.266,44.974,45.773,43.181,43.053,43.826,43.006,40.33
62,47.344,47.851,48.358,48.866,49.373,48.968,48.562,48.156,50.969,53.782,55.297,53.138,52.704,52.271,52.225,51.855,51.439,52.932,49.227,48.23,48.905,45.559,46.55,46.827,44.791,46.024,44.804,44.2,45.365,45.369,46.348
63,36.018,35.674,35.282,34.889,34.496,34.103,33.71,34.35,34.989,35.629,36.268,36.1,35.932,35.764,35.597,35.429,35.067,34.705,34.343,33.982,33.488,32.995,32.432,31.868,34.324,36.779,36.325,35.871,35.418,35.418,35.418
64,51.749,51.997,50.974,49.951,48.928,47.904,48.001,48.098,48.652,49.207,50.409,51.07,50.521,49.727,48.061,50.254,47.276,46.652,47.021,47.39,45.218,44.423,43.627,44.953,43.144,42.493,41.851,39.868,40.53,40.58,42.121
65,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866,55.866
66,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561,54.561
67,31.476,31.476,31.476,40.16,39.65,39.141,38.631,38.122,37.612,37.103,36.593,36.159,35.726,35.292,34.858,34.425,33.345,32.266,31.187,31.512,31.838,32.164,33.121,34.078,35.035,33.793,32.551,31.309,30.434,30.453,30.809
68,68.467,68.467,68.467,68.467,68.467,68.467,67.731,66.993,66.255,65.517,64.779,64.041,63.906,63.771,63.636,63.501,63.366,63.231,63.096,62.962,62.826,63.136,63.446,63.755,64.065,64.374,64.684,64.994,64.994,64.994,64.994
69,57.308,57.308,57.308,57.308,57.308,57.308,57.308,54.743,52.178,49.613,47.047,47.01,46.973,46.936,46.899,46.862,47.295,47.728,48.161,48.593,49.026,49.459,49.744,50.028,50.313,50.598,50.883,50.883,50.883,50.883,50.883
70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,46.305,46.52,46.107,45.694,45.28,44.867,44.454,44.04,43.627,43.213,42.8,42.387,41.973,41.56,41.847,42.134,42.421,42.708,42.995,43.283,42.301,41.319,40.337,39.355,38.373,37.654,36.936,36.217,35.499,34.78,34.061
73,22.715,22.897,23.035,23.172,23.31,23.448,24.182,24.915,25.648,26.382,27.115,27.382,27.649,27.915,28.182,28.176,28.17,28.164,28.158,28.019,27.88,27.741,27.563,27.385,27.206,27.181,27.157,27.132,27.42,27.368,27.777
74,32.227,32.21,32.194,32.178,32.161,32.145,32.129,31.963,31.705,32.538,32.602,32.558,31.824,31.733,31.744,32.406,32.865,32.73,32.522,32.699,33.392,33.98,33.863,32.803,32.788,32.82,32.533,32.468,33.159,33.829,33.069
75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
77,58.73,58.134,57.539,56.943,56.347,55.751,55.156,54.56,53.964,53.368,52.773,52.177,51.581,50.985,50.39,49.794,49.545,49.297,49.049,48.8,48.552,48.303,48.055,47.806,47.558,47.309,47.061,46.813,46.813,46.813,46.813
78,69.949,69.949,69.949,71.746,72.105,69.199,66.293,63.387,60.481,60.329,60.176,60.024,59.872,59.719,59.567,59.177,58.788,58.399,58.009,57.62,57.23,56.841,55.753,54.665,53.577,52.488,51.4,51.4,51.4,51.4,51.4
79,46.459,46.459,46.459,46.459,46.459,46.459,46.459,49.974,50.287,49.391,49.712,48.804,46.541,45.959,45.498,46.651,46.156,47.344,47.803,47.486,45.951,46.727,42.254,41.587,41.391,40.732,40.728,42.726,39.246,40.213,40.213
80,28.59,28.661,29.506,29.239,28.778,29.298,29.073,28.529,28.403,28.378,29.183,28.942,30.112,29.974,30.073,30.286,31.805,31.229,31.397,30.882,30.504,30.382,30.866,31.093,31.467,30.931,31.578,31.633,31.199,31.721,31.721
81,52.322,52.909,53.497,53.675,53.854,54.033,54.211,54.39,54.569,54.747,55.019,55.29,55.562,55.833,56.105,56.376,56.648,56.606,56.565,56.523,56.482,56.44,56.399,56.357,56.558,56.759,56.96,57.161,57.161,57.161,57.161
82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83,31.312,32.288,33.265,34.241,35.218,36.194,37.171,36.609,36.047,35.485,34.923,34.362,34.171,33.98,33.789,33.597,33.504,33.41,33.316,33.476,33.637,33.797,34.332,34.867,35.402,35.045,34.689,34.332,33.528,32.25,32.497
84,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56,47.56
85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87,58.734,58.248,57.762,57.276,56.79,56.304,55.818,55.332,54.846,54.36,53.874,55,56.127,53.761,50.255,52.25,54.245,53.686,53.126,52.566,52.006,51.446,50.269,49.092,47.915,47.915,47.915,47.915,47.915,47.915,47.915
88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89,59.181,59.181,59.067,58.954,58.84,58.726,58.446,58.166,57.885,57.605,57.324,57.044,56.763,56.483,55.853,55.223,54.593,53.963,53.137,52.311,51.485,50.659,49.833,49.419,49.005,48.59,48.176,47.762,47.348,46.933,46.933
90,65.14,65.14,61.046,56.95,56.309,55.669,55.028,54.387,53.747,53.106,52.465,51.825,51.184,52.547,53.909,55.272,56.634,57.997,59.359,60.722,62.084,60.804,59.524,58.243,56.963,55.683,54.403,53.123,51.842,50.562,50.562
91,51.935,51.935,51.935,51.935,50.542,49.149,47.757,46.364,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971,44.971
92,59.208,59.208,59.208,59.208,59.208,59.208,59.208,59.208,59.208,59.208,59.208,59.208,59.34,59.472,59.604,59.736,59.868,60,60.132,60.264,60.396,60.528,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66,60.66
93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94,56.98,54.526,52.073,51.698,51.323,51.18,51.038,50.895,51.336,51.777,52.453,53.128,54.112,55.096,56.08,56.337,54.708,53.078,51.448,49.819,51.535,54.494,54.491,51.014,47.797,46.592,47.597,47.614,47.631,48.849,48.849
95,27.225,29.44,29.593,30.822,32.051,33.28,32.665,32.049,31.434,30.818,30.203,30.275,30.346,30.418,30.49,30.562,29.488,28.415,28.762,29.109,29.717,30.326,30.934,30.002,29.071,28.14,27.789,28.059,27.801,26.879,26.77
96,26.696,26.696,26.696,26.696,26.696,26.696,26.696,26.696,26.696,26.696,26.696,26.696,26.696,26.696,26.696,27.71,28.225,28.739,29.253,28.237,27.22,26.204,26.849,26.756,25.455,27.68,26.697,27.284,26.132,26.132,26.132
97,45.366,47.732,47.474,47.492,47.509,47.781,48.054,48.326,48.598,48.87,49.142,49.414,49.686,49.958,50.23,50.502,50.614,50.725,50.836,50.948,51.059,51.241,51.422,51.422,51.422,51.422,51.422,51.422,51.422,51.422,51.422
98,34.914,35.082,35.25,35.418,36.027,36.635,37.244,36.028,34.812,34.742,32.953,33.284,35.26,35.419,35.987,36.146,37.091,38.159,37.732,37.674,38.641,40.994,40.956,41.214,40.764,41.011,40.233,39.908,39.652,39.045,39.072
99,45.148,45.047,44.946,44.845,44.743,44.934,45.125,45.315,45.506,45.462,45.419,45.375,45.332,45.288,45.245,45.201,45.158,46.027,45.377,44.726,44.075,43.222,42.368,41.514,40.66,41.676,42.145,42.537,43.116,43.985,43.223
100,42.907,42.491,42.075,41.66,41.244,40.828,40.412,39.996,39.58,39.164,38.748,38.333,37.917,37.501,37.085,38.418,39.752,41.085,41.034,40.983,40.933,40.882,40.831,40.781,40.781,40.781,40.781,40.781,40.781,40.781,40.781
101,36.196,36.334,36.472,36.61,36.748,36.886,37.028,35.615,35.024,34.434,33.844,33.253,32.769,32.285,32.919,33.664,33.608,32.641,31.898,30.837,32.849,32.372,32.773,32.943,33.228,31.887,31.938,32.869,31.302,30.301,30.81
102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103,35.988,35.822,35.657,35.492,36.136,36.78,37.424,38.068,38.321,38.573,38.825,39.077,39.947,41.04,41.487,42.35,41.622,41.23,41.74,42.645,42.536,41.512,41.797,40.269,39.952,39.872,39.151,38.315,38.671,38.671,38.671
104,32.013,31.438,33.482,35.525,35.43,35.335,35.782,36.229,36.676,35.942,35.209,35.356,35.502,35.649,35.796,35.54,35.284,35.028,34.771,34.766,34.761,35.072,35.383,35.694,36.005,36.176,36.347,36.015,36.718,36.019,36.019
105,51.815,49.887,48.202,47.97,48.693,47.139,47.123,51.237,47.946,48.551,48.481,48.926,49.843,48.5,48.785,48.703,47.705,47.617,47.808,47.617,48.757,48.456,48.156,50.11,47.332,47.739,47.739,47.739,47.739,47.739,47.739
106,29.797,30.123,30.449,30.775,31.101,31.426,31.752,32.078,32.404,32.729,33.055,33.381,33.707,34.033,34.358,34.456,34.554,34.652,34.75,34.847,33.471,32.095,32.358,32.622,32.886,32.886,32.886,32.886,32.886,32.886,32.886
107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108,45.065,46.46,47.855,46.489,45.123,43.757,42.391,41.025,41.138,41.251,41.364,41.477,41.59,41.703,41.639,41.575,41.511,41.448,41.266,41.084,41.74,42.397,41.612,40.826,40.041,40.041,40.041,40.041,40.041,40.041,40.041
109,32.674,32.674,32.674,32.674,34.139,35.604,37.069,37.156,37.242,37.328,37.414,37.5,36.611,35.77,34.424,40.292,33.164,33.053,31.929,31.772,31.607,31.541,31.721,30.854,30.807,30.723,30.985,31.182,31.427,31.427,31.427
110,65.26,65.888,66.516,61.656,56.794,57.227,57.66,58.093,58.218,58.343,58.468,58.593,58.718,58.843,58.968,59.093,59.218,58.81,58.402,57.995,57.587,57.179,56.771,56.363,55.955,55.547,55.139,55.139,55.139,55.139,55.139
111,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,39.185,38.702,38.218,37.734,37.25,36.767,36.283,35.799,35.315,34.831,34.348,33.864,33.38,32.896,32.413
112,39.827,39.906,39.986,40.066,40.145,40.225,40.304,40.384,40.464,40.543,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623,40.623
113,46.112,46.112,46.112,46.112,49.618,53.124,56.63,42.157,40.193,38.228,33.685,33.05,33.145,31.92,36.599,34.779,38.329,35.884,33.966,32.781,33.003,31.248,30.94,32.021,30.466,32.031,30.481,30.822,31.108,32.549,32.047
114,37.126,37.126,37.126,37.126,37.206,37.286,37.366,37.446,37.526,37.209,36.892,36.575,36.258,35.94,36.329,36.718,37.106,37.495,37.883,37.984,38.086,38.187,38.288,38.389,38.731,39.073,39.415,39.757,40.099,40.44,40.44
115,27.342,27.342,27.342,27.342,29.259,31.175,31.756,34.65,33.524,33.962,34.401,34.839,35.278,36.794,36.678,36.562,39.223,35.711,37.581,37.372,36.138,35.266,35.967,35.449,35.7,35.289,34.369,34.662,35.747,35.268,34.677
116,43.09,42.76,42.43,42.1,41.77,41.44,41.11,40.78,40.45,40.12,39.79,39.46,39.13,38.8,38.47,38.14,37.81,37.48,37.15,36.82,36.49,36.16,35.83,35.83,35.83,35.83,35.83,35.83,35.83,35.83,35.83
117,67.418,67.982,68.545,69.108,69.672,70.234,69.271,68.307,67.343,66.379,65.414,64.45,63.486,62.522,62.784,63.046,63.307,63.569,63.831,64.093,64.354,63.581,62.807,62.033,61.258,60.484,59.71,58.936,58.162,58.162,58.162
118,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.976,51.62,51.264,50.908,50.553,50.197,49.841,49.485,50.208,50.93,50.93,50.93,50.93,50.93
119,43.252,43.131,43.021,42.482,41.935,41.38,40.82,40.258,39.935,39.61,39.284,38.958,38.631,38.305,37.955,38.87,39.786,40.702,40.606,40.508,40.548,40.585,40.362,40.174,40.023,40.018,40.018,40.024,40.033,40.045,40.059
120,30.516,30.59,31.181,31.755,32.118,32.65,32.556,32.315,32.291,32.312,32.431,32.785,32.758,32.5,32.546,32.693,32.895,32.661,32.351,32.509,32.624,32.534,32.672,32.65,32.727,32.572,32.467,32.29,32.124,32.332,32.239
121,32.607,32.607,32.607,32.607,32.909,33.21,33.512,33.814,34.116,34.418,34.719,35.021,35.323,35.625,35.926,36.228,34.449,33.55,33.928,34.842,36.508,32.933,32.096,34.435,34.865,37.174,37.058,37.833,36.868,35.421,35.421
122,26.908,26.952,26.967,26.982,26.997,27.786,28.576,29.365,30.155,30.26,30.365,30.47,30.616,30.762,30.908,31.054,31.165,31.276,31.388,31.191,30.995,30.799,31.459,32.119,32.78,31.744,33.53,32.37,35.224,35.869,34.846
123,58.317,58.224,58.131,58.037,57.944,56.639,55.333,54.028,53.724,53.421,56.613,59.806,58.419,57.033,55.646,54.26,54.623,54.987,55.351,55.714,56.078,56.17,56.262,56.355,56.355,56.355,56.355,56.355,56.355,56.355,56.355
124,61.053,62.343,63.632,64.921,66.211,67.5,68.79,70.079,71.368,68.908,66.447,63.987,61.526,59.066,56.605,54.144,54.823,55.502,56.181,56.86,57.539,58.218,58.072,57.925,57.779,57.633,57.487,57.341,56.003,54.664,53.326
125,46.455,46.983,47.51,47.78,48.049,48.319,48.621,48.923,48.543,48.164,47.784,47.404,47.024,46.645,46.265,45.725,45.184,44.644,44.886,45.128,45.37,44.591,43.812,42.519,41.227,41.132,41.037,40.943,40.943,40.943,40.943
126,52.895,52.895,52.895,52.895,52.895,52.895,52.895,52.895,52.895,52.895,52.895,52.895,52.895,52.895,52.625,52.355,52.085,51.815,51.545,51.276,51.006,50.128,49.251,48.374,47.496,46.619,45.741,45.392,45.042,44.692,44.343
127,54.401,56.924,59.448,61.972,64.495,63.254,62.013,60.771,59.53,58.288,57.047,55.805,54.564,54.385,54.206,54.027,53.848,53.669,52.523,51.377,50.23,49.084,47.938,47.306,46.675,37.229,36.096,36.761,35.792,36,40.183
128,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.751,28.803,28.183,29.357,28.975,30.362,29.133,29.176,29.668,28.974,29.103,29.673,29.105,29.316,28.747,31.066
129,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623,37.623
130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,59.444,60.108,60.773,61.437,58.635,55.833,53.031,53.221,53.412,53.603,53.794,53.985,54.164,54.343,54.521,54.7,53.912,53.124,52.337,51.549,51.103,50.656,50.21,49.764,49.318,49.318,49.318,49.318,49.318,49.318,49.318
