In km,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232
1,0,4335.07884,5857.722078,13645.5686,5796.161763,7600.627461,12277.21612,12284.97918,15271.51039,2259.926368,13240.02939,11356.24847,4560.693493,1817.252326,12507.26277,2004.086623,2380.331521,12451.02832,3871.943932,5408.083644,13802.79186,7482.847287,2098.201256,15331.31226,NaN,4427.903922,8007.568562,13456.69124,12366.28957,5736.559197,4034.218505,7474.457568,5921.120725,9313.546087,4421.365874,6832.542566,10449.09498,13269.25228,6187.494753,5980.009594,16333.56704,4175.396007,NaN,NaN,14207.04915,5822.828616,7090.579289,15035.1133,14324.7561,8133.729431,4600.049839,12935.85324,13202.37612,3250.491842,4701.690657,4982.931622,7092.687427,4851.624931,3664.928135,12402.52437,12702.99647,14935.21573,3579.722584,14186.31946,7081.741959,3697.159454,4232.996798,NaN,4199.503922,15432.45046,NaN,12873.64059,4252.824472,5581.454187,12492.22525,15743.26407,7251.046658,8790.766343,2264.071858,4776.718974,7771.652337,6584.296585,4051.280946,12694.33723,12369.26232,7853.827805,14144.74451,NaN,8752.084303,8789.5317,12831.49657,12847.36063,4931.952312,14061.40578,4361.514612,6647.066476,1001.997855,6011.083,1617.631642,2283.431168,6077.414316,5945.806972,3161.32542,4929.832382,13155.08799,6268.089675,NaN,3089.508019,1860.546136,5216.883373,11182.99216,2075.840408,1039.255425,3782.428061,4179.232241,3084.095529,8339.186448,8693.271632,5114.275305,5079.647286,4038.793336,5297.836189,6367.867092,6560.841485,4842.958726,3404.759358,8048.992322,4901.197594,10664.38843,12436.51762,8449.229845,6205.375753,5836.58532,13889.44831,NaN,5299.372269,3442.884492,4367.89495,12337.79646,6801.750817,7752.62795,3117.575086,8397.681963,10749.4077,1711.548037,5354.071293,12025.91662,13645.66353,14214.15416,7072.00137,6853.037383,13988.99949,4194.291314,7843.287435,5007.459421,1588.544834,369.3772624,7289.584293,14159.94498,9523.725363,14845.72526,15787.53332,5617.461065,4260.092498,6783.348607,12461.24643,1983.549302,5125.118678,3618.993587,6329.948448,3808.535016,3366.267837,5750.433595,NaN,9683.424868,12331.86158,12479.7266,NaN,12565.93524,13522.0763,4897.470868,7493.620512,2423.788557,8784.419486,4254.855989,4584.229088,8780.841941,5155.348905,12292.50746,4506.158038,4711.887838,10670.8771,4375.119575,9265.787977,5081.664416,6280.619043,3257.954419,3159.306943,4217.048873,12659.61512,4591.269924,5238.255975,3017.660594,446.9297748,3905.489358,7616.685925,7606.749038,13296.35144,13617.05023,12789.50144,5249.649896,3248.01586,1038.900777,12509.22126,12374.16254,5376.128873,3574.019296,1814.891918,5706.986057,5725.911223,11140.99442,12393.80247,15082.00291,748.9966153,11931.54775,13197.57385,3880.507482,13086.40685,7688.860567,3281.111776,7035.943072,7080.329767
2,4335.07884,0,1532.630757,16840.18575,1516.685819,5618.519243,8100.417631,8077.006518,11609.71756,2077.020496,9079.384134,15604.43926,811.6719129,2518.885119,8757.98926,3276.919002,6715.369713,8174.469943,1511.676284,1589.093724,10216.24531,4252.58071,6415.610536,11044.43325,NaN,304.8169613,7363.700806,9407.353033,8214.675147,10071.36807,327.1837272,3831.374427,5064.799738,5086.277818,8755.629063,4247.018458,7248.506556,9493.988805,4112.394669,3282.301889,12416.53709,7677.253195,NaN,NaN,9993.833201,6367.699988,5090.625411,17779.99626,10414.55219,4648.907634,586.9179694,9283.686473,9019.230049,1365.239987,1059.773947,8359.974851,5097.195569,1680.375379,4012.277584,8166.317823,8640.735168,10720.1725,1621.571906,10526.28647,4321.122492,3425.42536,2042.494074,NaN,4044.902781,12760.93418,NaN,16731.98387,2124.32313,1600.926221,8159.015129,17182.02623,4669.672056,4693.076733,2075.938485,1335.466596,4446.163183,2249.219617,503.8766733,8426.474549,8145.34537,11711.31558,10556.72975,NaN,4816.990351,4750.240381,8505.396211,8833.710712,615.4518803,10342.81063,688.9021159,3668.454256,5314.416345,10215.775,2803.588518,2337.576173,2354.052158,2290.060897,1733.721001,613.1032663,9229.709191,9487.937833,NaN,1771.726356,4027.717012,5039.114162,14554.12388,2861.177747,4440.838507,8109.972058,1763.612808,1604.362989,7894.734073,4933.771947,1107.858587,1043.019912,1539.123104,1406.091444,7282.281591,6313.991679,9098.145864,6733.536003,4177.141731,759.0315901,13900.91965,8188.985746,4266.779199,7862.936804,6557.532789,10794.90452,NaN,1049.742584,6554.739421,132.0834862,8129.935147,2470.950935,7597.528518,7452.629057,7109.505638,14403.60634,6044.622094,1666.177084,16253.65189,17930.59848,10418.28133,3536.287293,3787.457559,17372.18118,153.5423805,11630.48985,2158.752206,4089.542653,4697.161605,11462.25751,10116.48943,13777.99582,10868.66441,11455.63128,9843.06785,1215.633752,2471.35123,8333.222017,3416.030474,8548.455226,957.2003064,7831.999592,617.3858757,2059.028704,4922.026588,NaN,6888.815046,8137.376018,8224.749407,NaN,8304.303008,16758.79538,668.5318313,4744.446389,3094.207362,4646.681669,391.5914182,6257.352623,4886.645902,9414.617678,8112.730338,787.963098,676.7380918,14743.79641,5060.788061,8369.003021,4221.455544,1974.283273,7018.775334,1733.882686,3115.919287,8325.119571,2005.771452,1166.383147,1691.755999,4130.563425,8236.237371,11947.62727,4325.720486,16300.04651,17363.42811,8506.717458,971.5971776,1110.142626,3296.226402,8529.707388,15840.62675,4737.568265,1306.398017,3694.762025,1892.123525,5524.992791,7764.267518,8245.671563,11472.58614,4068.925976,16033.88747,8966.125555,8162.692651,16532.51867,3391.454635,3719.442862,6369.108678,6679.129807
3,5857.722078,1532.630757,0,17440.08844,653.0466547,5179.793931,6705.479805,6663.691653,10164.02984,3597.936943,7678.135321,16976.4929,1673.44134,4045.621158,7560.903876,4608.723814,8237.091798,6715.468503,2677.850146,1570.648026,9027.085103,3379.485514,7944.819506,9511.804026,NaN,1516.000427,7236.527611,7913.447661,6832.362131,11592.95276,1850.556092,2750.166009,5229.638896,3575.179306,10272.53806,3757.915211,6403.610481,8257.701683,3934.352123,2991.433927,10916.30339,9111.190428,NaN,NaN,8554.751241,6834.007748,4734.67826,17619.4489,9094.7817,3565.760871,1474.26065,8107.844638,7607.160138,2723.869352,1740.104387,9749.499381,4742.176548,2223.270603,4881.448603,6734.285065,7297.662297,9272.60981,2710.907958,9296.807517,3716.359231,4264.480532,2963.674718,NaN,4733.759926,11473.15828,NaN,17897.22401,3031.945775,1346.730803,6634.65583,16585.9316,4096.596902,3249.220295,3605.85688,1931.578085,3484.528874,753.6373543,1831.385519,6971.410434,6721.288486,13139.93926,9352.451153,NaN,3457.921866,3336.214692,7003.759481,7510.164366,990.5973306,9098.439254,1773.588306,3469.275611,6826.891114,11648.55865,4294.20009,3755.011751,1978.996965,2018.852064,2993.762514,992.0897239,7936.687296,10800.40377,NaN,3051.806285,5490.638672,5479.066803,15655.15829,4228.144793,5963.781905,9637.693473,2733.941722,2946.049051,7776.814737,3666.319702,1020.88245,1272.328576,2614.821784,1451.299987,7751.743866,6494.917414,10565.45094,7994.48201,2897.611639,1031.522477,14990.90504,6749.442459,2787.33192,8522.521975,7057.801309,9755.509387,NaN,860.1379354,7962.325062,1523.739353,6715.966144,945.0467277,7629.239098,8973.931055,6757.753787,15658.7568,7569.066181,1743.038647,17748.99376,19141.56417,9142.020521,2585.701046,3112.061326,17931.35258,1680.897296,13039.35032,2633.40857,5457.693196,6222.151265,12977.22931,8750.613092,15302.82224,9375.662951,9942.069249,11371.22918,2221.950247,1092.41823,6961.888489,4740.389307,9942.01843,2406.538786,8441.225105,2116.900095,3338.071312,5129.174716,NaN,5930.65517,6731.375058,6779.99111,NaN,6854.41866,17414.87686,1126.970941,4067.02175,4342.806756,3182.819803,1713.769579,7111.810778,3546.847243,10881.4561,6715.840359,1708.443682,1405.400703,16190.21557,5799.276117,8019.144331,4585.748382,713.5624263,8372.957786,2994.794349,3743.163896,6810.213526,2733.249336,1190.457935,3031.396827,5662.735105,9749.016287,13454.72499,3409.310497,16917.52959,18270.71239,7040.919735,634.298011,2611.655335,4819.360852,7230.914851,16851.74324,5064.19591,2661.174013,5035.399885,1659.744334,5859.733123,6794.949808,6864.778269,10040.17391,5600.061191,17455.31609,7528.319132,9695.312477,17404.07578,1863.216247,4699.382534,6375.838757,6743.68259
4,13645.5686,16840.18575,17440.08844,0,16788.70864,17408.40092,12327.35493,12435.48897,11048.34462,15547.21181,11477.82045,4633.735507,16186.68924,15131.84329,11004.85392,15529.91095,11527.36531,12597.91555,15329.14625,15924.52626,9646.122496,18857.73467,11669.8945,10850.34026,NaN,16616.15057,15325.73774,12894.21409,12168.24038,8468.504439,16581.46653,18823.61617,17057.1314,16487.45072,9730.182772,18832.09925,11518.85153,10458.5618,18516.76469,19347.76997,10040.57137,9622.773994,NaN,NaN,10845.7974,15287.62535,17850.02828,1392.06247,9920.062454,18250.71913,16452.94045,10458.80293,11584.50195,16671.68056,16006.23718,8854.099757,17842.45759,15403.30655,16337.88955,12451.4319,11620.29418,10235.87685,17165.54695,9493.744955,18843.05841,16829.41995,14835.45868,NaN,16757.8882,10260.60513,NaN,1235.806633,14755.64946,16118.21694,13197.04842,2287.677034,18470.98292,17210.69103,15438.62325,15746.68785,18593.90252,17179.98805,17021.97013,12349.3185,12428.46201,5794.306702,9383.138912,NaN,17465.99021,17306.5862,12616.8337,11369.33598,16928.40907,9711.35551,16212.79949,13977.44256,12895.68797,9027.821777,15199.2253,15893.16906,15462.49679,15421.55318,16741.7643,16928.99484,10896.19685,7618.952613,NaN,16671.85626,13167.99113,16525.66113,2497.910816,15709.99956,13086.40035,10153.90072,15107.83759,16595.44566,14789.17101,17646.55874,17910.04475,16360.7843,15312.77015,16075.61392,14433.32957,15876.46355,9836.645893,12899.16316,18136.27467,17555.25469,3090.682103,12471.89689,17285.19647,13501.51862,15044.06838,8678.835062,NaN,16734.93376,10628.16113,16740.80537,12391.49488,17285.87828,14879.26706,10862.06146,15832.0645,2897.928456,12095.48324,15760.97874,2566.416533,3314.777133,9754.148096,19234.63566,19402.12754,538.0257761,16718.89906,5802.512726,14939.36721,14753.25844,13294.10745,6506.60484,10379.33415,4608.612057,11537.71459,10066.66311,8170.733838,15668.57918,16750.84989,12014.12382,15451.32483,8682.657266,15948.52169,13636.72802,16304.24561,14805.78557,17102.12514,NaN,16271.96249,12346.193,12469.1711,NaN,12427.69813,124.9922232,16704.0051,18439.27945,15940.88422,17137.39274,16459.47464,14509.80961,17478.04414,9552.57382,12325.3582,16180.89297,16448.64219,3236.239284,15829.64953,14568.60083,17359.39099,16846.09142,12286.31029,16739.5184,17515.72545,12915.67951,14953.47469,16378.28023,16554.36548,13631.22851,10251.815,6956.128347,18749.87375,547.8914417,899.4422375,12344.4101,17507.17292,16356.27909,14533.68863,11551.8816,1272.977509,17020.1206,15561.39315,15176.26607,15790.29037,16316.62711,11310.46578,12134.20493,11221.82161,13549.72673,2273.28322,11766.36253,9914.484351,601.2234849,17279.52897,16264.38803,16109.53103,15721.08195
5,5796.161763,1516.685819,653.0466547,16788.70864,0,5832.07299,6584.38188,6563.016845,10515.42364,3559.827134,7563.389226,17118.62325,1318.867451,3983.763404,7280.022626,4776.901953,8167.456726,6673.692545,2288.28968,951.8355124,8745.271891,4019.821686,7844.06134,9665.564564,NaN,1370.825931,7876.13995,8216.491695,6698.044611,11511.08142,1779.66733,3364.813346,5821.012475,3888.865496,10210.6755,4409.359572,5941.798379,8004.580459,4564.060477,3624.155117,11187.74898,8753.188606,NaN,NaN,8483.077554,7374.375097,5383.094336,17076.28512,8905.088759,4168.407672,1208.40991,7815.213948,7504.33395,2857.884024,1297.793188,9347.611949,5390.565208,1665.922032,5282.046428,6656.012916,7126.095283,9210.913105,2981.544692,9041.482138,4369.376603,4668.061782,2461.787426,NaN,5193.707957,11932.06076,NaN,17290.10838,2522.1499,708.5099948,6735.392272,16120.27494,4749.636149,3673.921711,3535.117302,1423.698153,4112.346842,921.37503,1947.424223,6923.418272,6633.220364,12746.48095,9080.95606,NaN,3949.233015,3788.035552,7036.435022,7321.842184,902.3357104,8852.702242,1480.82753,2827.664715,6789.141609,11727.81388,4308.929696,3852.688049,1333.877598,1367.317587,3190.644538,904.7330534,7724.236063,10338.63362,NaN,3238.645611,5199.363745,6015.477221,15066.14744,4368.751935,5770.988572,9537.726645,2262.88129,3094.313191,8417.040892,4204.607569,1480.777719,813.8881384,2192.39288,865.8595925,8296.894054,7091.918124,10600.16759,8222.459807,3444.71704,1336.821609,14405.08431,6680.748862,3178.710326,9020.569779,7591.19953,9394.311457,NaN,497.4035997,7589.47385,1452.506109,6615.997743,1192.049902,8253.405038,8902.87651,7409.399941,15124.69458,7492.416053,1125.616774,17367.09747,19440.67858,8918.925531,3224.494077,3764.885403,17286.1124,1636.046733,12628.60579,2034.674982,5600.787247,6150.121163,12712.19089,8600.604946,15049.1921,9670.213871,9993.870155,11163.772,1813.403736,992.7677583,6816.598219,4914.421369,9541.916405,2203.536465,8953.549576,1987.753801,2963.754486,5712.07539,NaN,6541.098317,6622.350416,6718.139558,NaN,6799.402062,16762.08141,898.9430783,4718.022869,4562.974035,3585.680253,1541.551925,7536.184882,4048.775234,10916.31937,6596.833727,1366.879787,1104.587822,15779.52982,6254.444555,8671.658774,5130.630639,493.3764422,8531.503811,3191.223332,4206.404654,6877.249484,2187.550626,680.0250094,3182.150035,5550.684746,9700.33561,13407.52926,4044.307209,16264.58382,17619.46283,7008.57715,972.5739825,2621.633039,4763.122569,7021.936941,16228.87685,5622.538485,2370.589847,5198.813685,1008.52016,6423.146929,6387.76146,6729.013766,10406.08353,5449.459182,16990.6108,7456.265841,9547.032299,16757.71885,2165.852242,5054.570739,6998.097115,7359.923333
6,7600.627461,5618.519243,5179.793931,17408.40092,5832.07299,0,8890.738746,8738.149954,7773.618223,6327.213342,9498.102207,13273.39721,6350.401282,6639.662635,10479.97004,5608.889773,9118.577095,8404.579123,7105.220885,6691.609418,11563.30047,2072.376351,9143.571734,8818.430707,NaN,5881.113849,2213.472744,6668.793207,9056.177467,11375.67798,5821.2313,2867.451718,1882.990223,4835.278323,10384.9359,1425.341028,10623.22877,10810.3771,1581.660055,2337.388672,8902.728641,11757.01925,NaN,NaN,9792.327405,3298.503172,556.3647424,16585.37514,10969.48331,2479.599429,6083.100845,10961.66998,9372.992385,5329.693221,6553.149914,12564.98099,551.4782659,7173.752847,4011.836132,8645.249256,9604.124361,10196.9154,4732.017914,11570.47368,1484.02467,3903.804666,7660.959233,NaN,3453.560075,7938.415483,NaN,16603.92797,7742.73417,6502.66578,7427.523603,16526.74629,1108.408496,4128.882431,6476.731093,6823.074769,2185.904623,5366.575596,5316.254575,8605.47381,8697.724943,14708.48825,11724.64055,NaN,3612.081579,3931.468232,8100.240705,9857.615364,5642.503795,11362.45523,6290.319823,8631.46165,8022.100916,10295.50516,6364.734388,5731.364856,7154.045705,7198.621022,5084.125605,5641.608407,10312.96715,13844.61762,NaN,5137.741249,8681.631655,2741.753036,17623.16023,5646.861641,8446.057996,10243.20226,7382.127725,5300.525083,2719.240118,3150.906227,4638.165431,6235.340124,7152.964977,6535.862014,3860.102016,2310.494722,9891.379102,6836.199331,3348.338167,4976.280625,17601.01914,8595.17645,4386.922749,4912.068131,3519.338027,12670.01139,NaN,5874.979291,11006.47124,5734.714134,8767.843587,5213.836075,2792.950864,9605.079258,1580.210897,16918.76744,8739.754994,6852.665969,15489.07911,14130.70497,11235.03534,2772.107706,2088.964254,16894.04144,5714.227995,14812.82062,7647.7879,6107.293562,7878.779752,13551.1163,10459.70495,14525.95378,7672.160185,9831.519976,12151.57139,6830.754193,5772.462308,9210.913307,5618.200706,12692.16017,6399.176816,4714.125595,6063.085029,7527.939732,2012.696973,NaN,2202.681641,8833.71216,8571.741366,NaN,8575.92065,17434.57992,5868.300834,1248.982756,5202.584261,4276.209666,6010.056288,4682.790371,3507.484114,10097.21753,8884.781318,6347.872499,6104.569584,15807.0475,3758.460925,2839.834743,2540.533957,5746.290463,7587.303233,5086.356144,3445.68031,7755.752153,7592.373098,6229.445851,5302.519811,7786.558726,9950.646232,12274.89966,2132.661141,17929.5057,16556.8091,8548.802008,5086.78908,5785.397528,6997.619373,9791.436514,17536.92241,2372.463195,6800.470917,5796.686015,6831.459526,2498.15009,10646.29448,9086.782585,7571.648413,7971.187621,15988.21101,9119.992111,10626.92216,17345.228,4912.328424,4344.968842,1790.299888,2169.482869
7,12277.21612,8100.417631,6705.479805,12327.35493,6584.38188,8890.738746,0,177.3331058,5894.166881,10118.35803,979.0088566,16323.90159,7734.817972,10515.4192,1659.345889,11313.99693,14535.54957,677.769301,8420.794531,6869.836011,2722.787472,7200.370809,14145.19784,3900.38461,NaN,7940.154821,10740.76859,4127.358249,166.0499301,17430.84379,8357.892749,6602.380609,10380.57359,4223.121054,16450.48988,8244.836936,3242.482693,1931.375566,8971.371808,8351.325414,5802.075142,13551.68999,NaN,NaN,1930.111065,12114.16717,8931.000605,11398.12397,2444.77103,6554.980509,7728.829831,2080.6989,926.5800518,9413.382973,7579.71474,13583.3196,8936.454798,7447.034005,11269.92542,369.7018062,722.8995905,2658.154288,9402.15835,2835.829554,7960.238235,10694.74865,8148.787501,NaN,10920.9474,7791.029653,NaN,13551.82698,8148.321547,6704.581031,1881.364584,10256.2327,8149.080085,4977.077306,10071.02526,7501.251319,6951.316301,5953.79168,8502.864783,699.2780902,284.4264518,15355.06862,2954.738661,NaN,5403.268281,5131.693515,1375.693615,979.5107614,7485.073792,2617.779924,7941.000712,5961.260059,13277.75098,18288.29894,10884.76749,10429.99261,6210.879515,6347.159537,9699.22281,7487.436024,1451.580873,13559.52807,NaN,9756.849142,11120.61778,11094.9677,13515.76325,10927.01673,11960.7253,15696.95892,8148.606596,9642.498682,11037.04969,5810.190544,7665.59752,7227.856146,8258.926373,6985.192573,12750.82332,11195.07145,17111.04359,14644.0293,5913.382228,7736.963766,13414.42799,453.5970973,4960.040496,13802.60126,12352.32203,3793.327767,NaN,7065.780426,12594.32342,8035.424377,182.1685434,5806.917953,11426.63286,15221.8343,9814.698007,14218.1903,13877.90575,6923.964363,14851.82776,13998.59392,2576.758235,6955.606773,7650.370036,12371.05415,8219.736859,15138.62573,7362.687199,12160.04529,12602.17358,16582.73349,2051.16076,16613.42011,4874.393156,3697.450142,16338.77533,8018.023371,5648.755028,322.881404,11445.86637,13723.70696,8679.108088,13604.13892,8537.006258,8987.887027,10404.21454,NaN,7336.76567,108.3932312,517.6594805,NaN,595.6780927,12426.27156,7468.376291,7864.590368,11039.67412,4868.136513,8090.518877,13175.79807,5481.311396,17415.75867,21.27605861,7789.749186,7613.104319,15281.54416,11872.22311,10375.47842,10327.05377,6133.384977,15077.33948,9700.24691,10041.48247,1618.367442,7772.517202,7070.539153,9729.114071,11954.33802,16033.51203,18593.49168,7080.565586,12241.77094,12957.86122,855.8273127,7338.2108,9205.396826,11280.36184,919.0763951,13223.44336,10592.10439,8703.225989,11740.62335,6570.366096,11147.93753,2666.479033,198.234106,5943.721092,11776.52095,14599.22375,952.7661006,15487.13294,12873.12742,5177.454557,11219.55809,10674.02167,11034.88305
8,12284.97918,8077.006518,6663.691653,12435.48897,6563.016845,8738.149954,177.3331058,0,5762.787513,10107.97439,1016.714145,16348.44387,7732.812379,10511.15936,1832.143493,11271.61883,14566.56556,506.7175902,8439.870996,6877.327758,2857.553208,7068.944471,14182.34017,3801.357773,NaN,7924.350372,10573.66356,3963.406544,327.0653408,17537.24273,8340.183289,6482.843158,10246.59003,4098.239937,16509.94313,8113.977075,3399.694147,2075.750702,8846.119612,8241.384653,5700.661933,13671.61197,NaN,NaN,1926.542594,11972.13004,8786.999002,11481.14629,2530.763727,6417.012868,7718.882245,2242.696825,944.0940328,9378.956034,7583.732147,13721.47383,8792.363847,7469.697885,11180.30802,207.7024937,866.352456,2656.736057,9351.372584,2953.187561,7827.370093,10610.78903,8184.461417,NaN,10821.01685,7662.094127,NaN,13655.38505,8186.326821,6705.610527,1705.492248,10341.7313,8009.967317,4851.470198,10065.20714,7513.367245,6816.388236,5910.644335,8470.642275,562.8324101,125.0517243,15531.99772,3077.997578,NaN,5268.664021,5002.050344,1214.754286,1121.367769,7461.589497,2735.029195,7937.195055,6030.703713,13286.70442,18288.02297,10869.44169,10400.29027,6231.894908,6369.960233,9656.525521,7463.930668,1587.289151,13720.14527,NaN,9715.292896,11170.3181,10970.01221,13668.82889,10890.21573,11997.51727,15758.79571,8176.293906,9606.110147,10866.11327,5669.607325,7613.048275,7221.836051,8279.767175,6988.012779,12597.66494,11044.69199,17126.95097,14572.14773,5790.721222,7694.446213,13577.21996,290.8865633,4849.949101,13650.13664,12209.20246,3938.963073,NaN,7048.12483,12698.0809,8015.371423,53.06151293,5756.104867,11259.88638,15262.57525,9646.99149,14372.33641,13903.92205,6936.625346,14946.28756,14022.50436,2681.370288,6841.229392,7528.33543,12466.03403,8199.062411,15315.41463,7399.595718,12121.29551,12615.05104,16756.67403,2114.701405,16764.48964,4738.632247,3646.379448,16474.20512,8029.976559,5616.733147,475.3059902,11402.0739,13864.61122,8677.32841,13449.84602,8525.949327,9017.075488,10273.48288,NaN,7166.235842,95.57722911,357.8558795,NaN,445.1794641,12536.1844,7451.656704,7723.633073,10988.56791,4745.980006,8078.462337,13056.71205,5344.214756,17436.67544,162.4683449,7787.671511,7603.701934,15421.22585,11761.06332,10200.18157,10211.77434,6105.691498,15027.8823,9657.605226,9952.58355,1446.649098,7807.095413,7063.968422,9692.291232,11971.31523,16077.46495,18770.19891,6947.844187,12362.24851,13049.6433,718.1964634,7297.485036,9184.569786,11280.06686,1088.293676,13352.05134,10467.66694,8712.824571,11698.28007,6581.657547,11012.37965,2834.673428,353.9757604,5807.73679,11800.75296,14708.67641,915.6409603,15566.50299,12987.09141,5101.362154,11140.70292,10519.05598,10877.60336
9,15271.51039,11609.71756,10164.02984,11048.34462,10515.42364,7773.618223,5894.166881,5762.787513,0,13394.8491,5382.378648,11734.61986,11811.09171,13830.66635,6928.460368,13277.98346,16769.61203,5306.120675,12802.51126,11306.29403,6599.26424,7825.242205,16882.86406,2235.097226,NaN,11666.41009,7992.186353,2339.776144,5932.295724,16646.14095,11935.74086,7946.412816,9589.619532,6626.565241,16947.00896,8439.204818,9066.66712,6466.025466,9099.447217,9304.016856,1135.140699,19267.31727,NaN,NaN,4659.705381,10311.18149,8246.944086,9659.94543,5642.644711,7214.755102,11635.55932,6899.922046,5311.974385,12270.60852,11813.16015,19399.38705,8245.790507,12067.02349,11785.42312,5558.364693,6027.849284,4357.21087,11814.37134,6277.400949,8190.54662,11627.25226,12903.97028,NaN,11226.91429,1901.51072,NaN,11623.80895,12947.00733,11050.82151,4442.239043,9015.295132,8023.705235,6923.68894,13480.0011,11911.26749,7547.106399,9595.749067,11687.42551,5200.546295,5637.837233,16708.61068,6439.680006,NaN,6803.740801,6859.605837,4604.609462,6090.331437,11150.03139,6210.095784,11933.87539,11436.45648,15795.55041,15219.28699,13779.24996,13085.12605,10992.31435,11137.4249,12239.09302,11151.3252,6163.977551,18368.05037,NaN,12309.36262,15637.43411,10403.47057,13541.8355,13203.0102,15891.07759,17376.81897,12751.16665,12374.44929,7867.73233,6750.173358,10581.28505,11328.59241,12706.45126,11311.31695,10196.83767,9327.215848,15956.19575,14025.40186,7472.10272,10883.95388,14087.47644,5479.634856,7376.900972,10913.61878,10412.38488,7391.195915,NaN,10960.17347,18098.02332,11640.26544,5729.261229,9328.372924,8490.529237,17016.43247,7327.246076,13899.15774,16498.32316,11446.45527,12113.90544,9981.844482,5970.23412,8323.567478,8446.206953,10645.36891,11762.87883,16778.66026,12248.33067,13869.951,15591.66507,16709.36045,5333.70258,14425.32653,1037.209035,3135.797132,17790.22701,12328.47829,9600.142263,5957.267003,13314.90795,19430.33626,12549.82757,10700.3201,12226.54858,13477.04081,9743.511735,NaN,5618.131412,5789.109366,5412.235402,NaN,5319.465077,11168.29302,11287.73755,7778.042833,12854.7234,6982.164964,11865.61797,11855.60779,6744.00703,15878.21003,5872.897016,11852.734,11557.97851,13669.68723,11392.38469,6871.152051,10312.11633,10046.17907,14755.09406,12241.32443,11064.70486,4513.006127,12561.6132,11193.61611,12421.27882,15342.49204,16872.98959,15197.20016,7707.362592,11438.89705,10911.16281,5044.655522,10642.92288,12478.98375,14446.53133,6378.055766,12299.52805,10117.44762,12825.20003,13529.33508,11129.04135,9994.897408,8394.929595,5927.806872,205.6589617,15431.74333,12384.24423,5093.206321,17856.79366,11570.14742,8352.384596,12107.1204,8744.65459,8845.736061
